T,0.8125,,13/16-28 UN,28,0.7812,,I,2.5,0.25
T,0.8125,,13/16-32 UN,32,0.7812,,I,2.5,0.25
D,0.8281, 53/64 ,Drill,,,,I,2.5,0.25
D,0.8438, 27/32 ,Drill,,,,I,2.5,0.25
D,0.8594, 55/64 ,Drill,,,,I,2.5,0.25
D,0.875, 7/8 ,Drill,,,,I,2.75,0.25
M,0.875, 7/8 ,Mill,,1,,I,2.75,0.25
R,0.875, 7/8 ,Reamer,,0.8594,,I,2.75,0.25
CS,0.875, 7/8 ,Countersink,,,,I,2.75,0.25
T,0.875,,7/8-9 UNC,9,0.7656,,I,2.75,0.25
T,0.875,,7/8-10 UNS,10,0.7812,,I,2.75,0.25
T,0.875,,7/8-12 UN,12,0.7969,,I,2.75,0.25
T,0.875,,7/8-14 UNF,14,0.8125,,I,2.75,0.25
T,0.875,,7/8-16 UN,16,0.8125,,I,2.75,0.25
T,0.875,,7/8-18 UNS,18,0.8281,,I,2.75,0.25
T,0.875,,7/8-20 UNEF,20,0.8281,,I,2.75,0.25
T,0.875,,7/8-24 UNS,24,0.8281,,I,2.75,0.25
T,0.875,,7/8-27 UNS,27,0.8437,,I,2.75,0.25
T,0.875,,7/8-28 UN,28,0.8437,,I,2.75,0.25
T,0.875,,7/8-32 UN,32,0.8437,,I,2.75,0.25
D,0.8906, 57/64 ,Drill,,,,I,2.75,0.25
D,0.9062, 29/32 ,Drill,,,,I,2.75,0.25
D,0.9219, 59/64 ,Drill,,,,I,2.75,0.25
D,0.9375, 15/16 ,Drill,,,,I,2.75,0.25
M,0.9375, 15/16 ,Mill,,1,,I,2.75,0.25
R,0.9375, 15/16 ,Reamer,,0.9219,,I,2.75,0.25
T,0.9375,,15/16-9 UNC,9,0.8281,,I,2.75,0.25
T,0.9375,,15/16-12 UN,12,0.8594,,I,2.75,0.25
T,0.9375,,15/16-16 UN,16,0.875,,I,2.75,0.25
T,0.9375,,15/16-20 UNEF,20,0.875,,I,2.75,0.25
T,0.9375,,15/16-28 UN,28,0.9062,,I,2.75,0.25
T,0.9375,,15/16-32 UN,32,0.9062,,I,2.75,0.25
D,0.9531, 61/64 ,Drill,,,,I,2.75,0.25
D,0.9688, 31/32 ,Drill,,,,I,3,0.25
D,0.9844, 63/64 ,Drill,,,,I,3,0.25
D,1,1,Drill,,,,I,3,0.25
M,1,1,Mill,,1.125,,I,3,0.25
R,1,1,Reamer,,0.9844,,I,3,0.25
CS,1,1,Countersink,,,,I,3,0.25
T,1,,1-8 UNC,8,0.875,,I,3,0.25
T,1,,1-10 UNS,10,0.9062,,I,3,0.25
T,1,,1-12 UNF,12,0.9219,,I,3,0.25
T,1,,1-14 UNS,14,0.9375,,I,3,0.25
T,1,,1-16 UN,16,0.9375,,I,3,0.25
T,1,,1-18 UNS,18,0.9375,,I,3,0.25
T,1,,1-20 UNEF,20,0.9531,,I,3,0.25
T,1,,1-24 UNS,24,0.9531,,I,3,0.25
T,1,,1-27 UNS,27,0.9687,,I,3,0.25
T,1,,1-28 UN,28,0.9687,,I,3,0.25
T,1,,1-32 UN,32,0.9687,,I,3,0.25
D,1.0156,,Drill,,,,I,3,0.25
D,1.0312,,Drill,,,,I,3,0.25
D,1.0469,,Drill,,,,I,3.25,0.25
D,1.0625,,Drill,,,,I,3.25,0.25
M,1.0625,,Mill,,,,I,3.25,0.25
R,1.0625,,Reamer,,1,,I,3.25,0.25
T,1.0625,,1 1/16-8 UNC,8,0.9375,,I,3.25,0.25
T,1.0625,,1 1/16-8 UN,8,0.9375,,I,3.25,0.25
T,1.0625,,1 1/16-12 UN,12,0.9844,,I,3.25,0.25
T,1.0625,,1 1/16-16 UNC,16,1,,I,3.25,0.25
T,1.0625,,1 1/16-18 UNEF,18,1,,I,3.25,0.25
T,1.0625,,1 1/16-20 UN,20,1.0156,,I,3.25,0.25
T,1.0625,,1 1/16-28 UN,28,1.0312,,I,3.25,0.25
D,1.0781,,Drill,,,,I,3.25,0.25
D,1.0938,,Drill,,,,I,3.25,0.25
D,1.1094,,Drill,,,,I,3.25,0.25
D,1.125,,Drill,,,,I,3.5,0.25
M,1.125,,Mill,,1.25,,I,3.5,0.25
R,1.125,,Reamer,,1.0469,,I,3.5,0.25
T,1.125,,1 1/8-7 UNC,7,0.9844,,I,3.5,0.25
T,1.125,,1 1/8-8 UN,8,1,,I,3.5,0.25
T,1.125,,1 1/8-8 UNC,8,1,,I,3.5,0.25
T,1.125,,1 1/8-10 UNS,10,1.0312,,I,3.5,0.25
T,1.125,,1 1/8-12 UNF,12,1.0469,,I,3.5,0.25
T,1.125,,1 1/8-14 UNS,14,1.0469,,I,3.5,0.25
T,1.125,,1 1/8-16 UN,16,1.0625,,I,3.5,0.25
T,1.125,,1 1/8-18 UNEF,18,1.0625,,I,3.5,0.25
T,1.125,,1 1/8-20 UN,20,1.0781,,I,3.5,0.25
T,1.125,,1 1/8-24 UNS,24,1.0781,,I,3.5,0.25
T,1.125,,1 1/8-28 UN,28,1.0938,,I,3.5,0.25
D,1.1406,,Drill,,,,I,3.5,0.25
D,1.1562,,Drill,,,,I,3.5,0.25
D,1.1719,,Drill,,,,I,3.5,0.25
D,1.1875,,Drill,,,,I,3.5,0.25
M,1.1875,,Mill,,1.25,,I,3.5,0.25
R,1.1875,,Reamer,,1.1562,,I,3.5,0.25
T,1.1875,,1 3/16-8 UN,8,1.0625,,I,3.5,0.25
T,1.1875,,1 3/16-12 UN,12,1.1094,,I,3.5,0.25
T,1.1875,,1 3/16-16 UN,16,1.125,,I,3.5,0.25
T,1.1875,,1 3/16-18 UNEF,18,1.1406,,I,3.5,0.25
T,1.1875,,1 3/16-20 UN,20,1.1406,,I,3.5,0.25
T,1.1875,,1 3/16-28 UN,28,1.1562,,I,3.5,0.25
D,1.2031,,Drill,,,,I,3.5,0.25
D,1.2187,,Drill,,,,I,3.75,0.25
D,1.2344,,Drill,,,,I,3.75,0.25
